#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
( 9.8940757,  0.7275374, -11.9403367,  0.3696782,  0.8707458, -0.2654389,  0.1862307)    0    0   5.00000000  0 0.200   0.00000000
(14.3726524,  6.9922552, -5.5195747, -0.6761103,  0.3745648, -0.5240990,  0.3576261)    0    0   5.00000000  0 0.200   0.00000000
(12.0845960,  7.0850112, -9.0747844,  0.6778034,  0.0263476, -0.7268631,  0.1075100)    0    0   5.00000000  0 0.200   0.00000000
( 2.2835478,  3.1593025, -9.6437975,  0.5938101, -0.3674807, -0.3678587,  0.6140256)    0    0   5.00000000  0 0.200   0.00000000
( 5.7612058, 10.9004457, -6.2231289,  0.5403581, -0.8323908,  0.0967491, -0.0760144)    0    0   5.00000000  0 0.200   0.00000000
( 5.2522994,  9.6030904, -3.8215104, -0.6789258, -0.0764139,  0.6436002, -0.3449630)    0    0   5.00000000  0 0.200   0.00000000
( 5.9135776,  8.7553003,  0.7228117,  0.1521519,  0.9821645, -0.0833070, -0.0725440)    0    0   5.00000000  0 0.200   0.00000000
(18.6531260,  9.3676955, -3.6844905,  0.6900006,  0.4074674,  0.5740251,  0.1684183)    0    0   5.00000000  0 0.200   0.00000000
(13.5346814,  9.6291736, -15.4817672, -0.8335110,  0.4764586, -0.1391732,  0.2426467)    0    0   5.00000000  0 0.200   0.00000000
(13.5041090,  4.2826948, -7.0214432, -0.0598385,  0.1337812,  0.8565297, -0.4948523)    0    0   5.00000000  0 0.200   0.00000000
(10.1307119, -1.5066106, -2.6971646, -0.4230576, -0.2631069, -0.8564046, -0.1355292)    0    0   5.00000000  0 0.200   0.00000000
( 9.3697320, 14.2467821, -4.5441654, -0.0436190,  0.7558007, -0.6016208, -0.2547845)    0    0   5.00000000  0 0.200   0.00000000
( 6.0916493,  4.5650145, -9.9736451, -0.0212165,  0.8531873,  0.0007613, -0.5211724)    0    0   5.00000000  0 0.200   0.00000000
(18.0323899,  9.2931033, -3.8695907,  0.7894344,  0.2404525,  0.1577291,  0.5423075)    0    0   5.00000000  0 0.200   0.00000000
( 7.7317877, 13.0508712,  0.2163606, -0.3328501, -0.1076801,  0.9289681, -0.1209710)    0    0   5.00000000  0 0.200   0.00000000
( 3.3939455,  6.1186201, -12.0020375,  0.6614707, -0.3362968,  0.6306374, -0.2272827)    0    0   5.00000000  0 0.200   0.00000000
(13.0270312,  4.9480087, -1.2867264, -0.6712183,  0.4985208,  0.4995060,  0.2267967)    0    0   5.00000000  0 0.200   0.00000000
( 4.8343530, 11.0235451, -10.9395639, -0.0145033,  0.0753901,  0.3700614, -0.9258296)    0    0   5.00000000  0 0.200   0.00000000
(10.4297287,  3.0995216,  1.1878950,  0.0209985,  0.2250676,  0.9425117,  0.2461204)    0    0   5.00000000  0 0.200   0.00000000
(16.0406210,  5.9600381, -5.2978106, -0.6713079, -0.3227829, -0.6424761,  0.1799482)    0    0   5.00000000  0 0.200   0.00000000
