#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
( 9.8940757,  0.7275374, -11.9403367,  0.3696782,  0.8707458, -0.2654389,  0.1862307)    0    0 -43.92341909  0 4.200 -29.48069326
(14.3726524,  6.9922552, -5.5195747, -0.6761103,  0.3745648, -0.5240990,  0.3576261)    0    0 -37.35561765  0 4.200 -25.07552258
(12.6256525,  7.0630772, -8.2340842, -0.8740717,  0.3330867, -0.2065322,  0.2870478)    0    0 -51.84502838  1 3.960 -26.94101655
( 2.2835478,  3.1593025, -9.6437975,  0.5938101, -0.3674807, -0.3678587,  0.6140256)    0    0 -126.94294185  0 4.200 -85.16373584
( 5.7612058, 10.9004457, -6.2231289,  0.5403581, -0.8323908,  0.0967491, -0.0760144)    0    0 -66.69425472  0 4.200 -44.75359978
( 5.6188583, 10.5375594, -5.5513666,  0.5871489, -0.8073205,  0.0388905, -0.0444672)    0    0 -98.50420542  1 3.880 -64.76274755
( 5.9135776,  8.7553003,  0.7228117,  0.1521519,  0.9821645, -0.0833070, -0.0725440)    0    0 -142.44105980  0 4.200 -95.55866865
(18.6531260,  9.3676955, -3.6844905,  0.6900006,  0.4074674,  0.5740251,  0.1684183)    0    0   1.25026786  0 4.200   0.81830449
(13.5346814,  9.6291736, -15.4817672, -0.8335110,  0.4764586, -0.1391732,  0.2426467)    0    0  -3.90472137  0 4.200  -2.63926158
(14.1621504,  5.8969663, -6.0708368, -0.6538332,  0.3069941, -0.5823715,  0.3729614)    0    0 -52.52265691  3 3.640 -28.68681963
(10.1307119, -1.5066106, -2.6971646, -0.4230576, -0.2631069, -0.8564046, -0.1355292)    0    0 -115.27110345  0 4.200 -77.33517392
( 9.3697320, 14.2467821, -4.5441654, -0.0436190,  0.7558007, -0.6016208, -0.2547845)    0    0 -38.23646877  0 4.200 -25.66632905
( 6.0916493,  4.5650145, -9.9736451, -0.0212165,  0.8531873,  0.0007613, -0.5211724)    0    0 -102.43593117  0 4.200 -68.72633806
(18.9843996,  9.4075037, -3.5857065,  0.6936013,  0.4058450,  0.5687333,  0.1751033)    0    0  -0.41098827  1 3.720   0.56579294
( 7.7317877, 13.0508712,  0.2163606, -0.3328501, -0.1076801,  0.9289681, -0.1209710)    0    0 -82.02055055  0 4.200 -55.03328767
( 3.3939455,  6.1186201, -12.0020375,  0.6614707, -0.3362968,  0.6306374, -0.2272827)    0    0 -87.34094185  0 4.200 -58.60179259
(13.0270312,  4.9480087, -1.2867264, -0.6712183,  0.4985208,  0.4995060,  0.2267967)    0    0 -119.83907461  0 4.200 -80.39901389
( 4.8343530, 11.0235451, -10.9395639, -0.0145033,  0.0753901,  0.3700614, -0.9258296)    0    0 -43.88892576  0 4.200 -29.45755782
(10.4297287,  3.0995216,  1.1878950,  0.0209985,  0.2250676,  0.9425117,  0.2461204)    0    0 -127.95516792  0 4.200 -85.84265840
(14.3507037,  7.0058381, -5.5224929, -0.6873943,  0.3331041, -0.5412320,  0.3515660)    0    0 -43.24955221  1 3.880 -26.81502671
