#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-6.7048521, 13.7666360,  0.4585660,  0.1906847, -0.6163450, -0.5707962, -0.5078876)    0    0 -59.60248467  0 4.200 -39.99699169
(-0.5121865, 13.2996199, -1.1445675,  0.2858635, -0.5833448,  0.4480481,  0.6142018)    0    0 -84.18956167  1 4.120 -56.48809173
( 1.2871058, 17.9436874,  1.2989742,  0.3354724,  0.1886411,  0.5897812,  0.7099513)    0    0 -25.01094843  0 4.200 -16.79567805
(-7.8204995,  6.8851758,  2.6151277, -0.2746721, -0.8605910, -0.0652555,  0.4238869)    0    0 -124.88715542  0 4.200 -83.78487410
(-1.0610047, 11.4356177, 12.5833930, -0.7356708,  0.5984457,  0.3142373, -0.0426814)    0    0 -41.29423813  1 3.880 -27.19916538
(-1.9255401, 14.9029773, -5.6169759, -0.3214613,  0.9073886, -0.2640279, -0.0599823)    0    0 -52.23556173  1 4.120 -35.05583243
(-1.4870203, 14.9411677, -5.3887958,  0.4851110, -0.8512109, -0.1997280, -0.0140529)    0    0 -52.50575975  1 3.720 -34.67983582
( 2.0130539, 17.1658435,  2.1909746,  0.3786315,  0.1546441,  0.5771568,  0.7068333)    0    0 -30.72004351  1 3.880 -21.97181413
(-0.6244735, 12.5794752, -1.4161991,  0.0180767,  0.5486900, -0.5806169, -0.6012458)    0    0 -106.56495370  1 3.800 -58.98171522
(-6.9281797, 15.2554453, 12.2791980,  0.6044710,  0.7453585, -0.2708915,  0.0753221)    0    0  -8.70624064  0 4.200  -5.85974747
( 1.5730601, 16.0843937,  0.8733807,  0.4749869, -0.2095126,  0.4831234,  0.7050416)    0    0 -70.98358652  2 3.960 -34.67525734
(-2.3733430, 13.5235706,  3.9644831,  0.3381876,  0.7277442,  0.4423856,  0.4003905)    0    0 -72.60784740  0 4.200 -48.71997807
( 0.8882507,  8.2759543,  4.7007121, -0.4251338,  0.1366711, -0.0881444,  0.8904004)    0    0 -132.99611145  0 4.200 -89.22373148
(-1.0525582, 11.3937473, 12.4201705, -0.7398078,  0.5913010,  0.3182309, -0.0421505)    0    0 -37.63162154  0 3.960 -24.39196153
(-9.0864194, 13.1475438, -3.2683901, -0.6319303, -0.0590299,  0.0760820,  0.7690196)    0    0 -67.23538332  0 4.200 -45.11654678
(-5.5677581, 18.5597624,  3.3548442,  0.1060624, -0.1248064,  0.1610813, -0.9732558)    0    0 -16.83576261  0 4.200 -11.31239888
(-3.5363102, 15.2194880, -5.5710204, -0.0750314,  0.7368451, -0.6619065, -0.1153658)    0    0 -22.64206288  0 4.200 -15.20681376
( 3.5725428,  8.9669566,  0.8031032, -0.0081179, -0.5965452,  0.0298970,  0.8019813)    0    0 -138.83067230  0 4.200 -93.13710136
(-9.4549251,  7.2901154,  7.8413753,  0.5916744,  0.2222111,  0.5014851,  0.5908099)    0    0 -86.09655338  0 4.200 -57.76715353
(-6.1704748, 21.1644899,  8.3195317, -0.3944380, -0.8431897,  0.3243713,  0.1680270)    0    0   7.09037390  0 4.200   4.73539366
