-6.704852108 13.766635981 0.458566047 0.190684711 -0.616345024 -0.570796232 -0.507887600
-0.804908322 12.987460623 -1.403160924 -0.022580679 0.548497357 -0.572568431 -0.608938547
1.287105818 17.943687358 1.298974202 0.335472389 0.188641060 0.589781245 0.709951343
-7.820499547 6.885175848 2.615127662 -0.274672066 -0.860591014 -0.065255518 0.423886872
-1.061004723 11.435617695 12.583392995 -0.666869085 0.699630827 0.251556162 -0.050217791
-1.435114130 14.806610380 -5.630967773 0.487144146 -0.850007357 -0.200171162 -0.010467988
-1.671173557 15.418551991 -4.529614862 0.340773620 -0.894831511 -0.164815933 -0.236612796
3.058773107 16.045368904 3.475890223 -0.815747056 0.352231837 -0.202390142 -0.411737422
0.386264685 10.294070620 -1.489234824 0.935643666 0.136372683 -0.323997366 0.031609009
-6.928179704 15.255445303 12.279197972 0.604470978 0.745358464 -0.270891466 0.075322051
1.467020342 15.399002480 0.343318572 -0.309700073 0.927261324 0.088369934 -0.190953020
-2.373343035 13.523570554 3.964483054 0.338187626 0.727744169 0.442385581 0.400390499
0.888250708 8.275954269 4.700712080 -0.425133753 0.136671130 -0.088144426 0.890400390
-0.977463752 11.021497525 10.969036100 0.761568620 0.366026692 -0.534085652 -0.028110747
-9.086419396 13.147543839 -3.268390069 -0.631930277 -0.059029876 0.076082023 0.769019587
-5.567758148 18.559762356 3.354844249 0.106062422 -0.124806446 0.161081323 -0.973255835
-3.536310224 15.219487955 -5.571020400 -0.075031387 0.736845148 -0.661906530 -0.115365790
3.572542770 8.966956632 0.803103175 -0.008117895 -0.596545223 0.029897032 0.801981337
-9.454925054 7.290115422 7.841375344 0.591674353 0.222211070 0.501485110 0.590809940
-6.170474778 21.164489940 8.319531698 -0.394438042 -0.843189660 0.324371313 0.168027020
