8.236175777 11.775827971 12.466529639 0.190822309 -0.482697772 0.441148444 0.732105019
-4.041449867 6.266972184 10.996747951 0.596724039 0.490787748 0.565487128 0.288569082
7.487727552 -5.349506588 13.102798765 -0.548537123 0.142876430 0.809495988 0.153001946
10.107301771 3.865092084 16.328768808 -0.230175368 0.655691178 -0.456235066 0.555821863
1.279921399 2.279759128 8.154176916 -0.839512158 0.497136037 -0.005795462 0.219183734
3.245413670 -0.282704947 9.567720841 -0.285993190 -0.602840129 0.363533785 0.650103732
4.792162170 5.206756540 10.391480938 0.210848943 -0.690756085 0.174712048 -0.669234230
3.158403066 -1.687100929 4.571085062 -0.741114546 0.182896616 0.485143146 -0.426537437
8.227741593 5.424687733 15.335560984 -0.656159971 -0.036141800 -0.173239581 0.733577474
3.869506814 7.979667985 3.322179932 -0.882735045 -0.373159515 0.115238742 0.261248633
3.801583702 6.282415508 6.136669097 0.283450497 -0.381795882 -0.536257426 -0.697363387
-3.183071582 4.468471381 10.304747627 -0.096646767 -0.868423060 0.486256407 0.007449670
1.766211860 -0.891727522 9.674162636 -0.322686362 -0.770325253 0.275877545 -0.475777361
6.255130418 2.169212928 17.152477607 -0.279230731 -0.944365986 0.060665200 0.162858271
-0.485186410 2.216575310 7.673068826 -0.711902858 -0.476316702 -0.432386568 0.281706542
4.728694304 3.372646910 19.200408239 0.242717439 0.643425185 -0.568863348 0.451095077
4.015231476 -0.509507464 19.972840934 0.334651518 -0.889778184 -0.161734689 0.264849079
4.372936265 1.147204474 4.327070034 -0.334157073 -0.064198251 -0.903636041 0.260114475
2.797410703 8.105656309 9.448785186 -0.550407073 0.101491676 0.812391125 0.163621986
6.494885691 8.434441532 17.878070252 0.027149969 -0.184551647 -0.885609108 0.425323495
