#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
( 5.7827565, -11.9589852,  0.5748437, -0.2497335,  0.7840290,  0.5659805,  0.0509686)    0    0 -103.31012709  1 4.040 -76.60101599
( 1.9351147, -2.6855885,  6.6491678,  0.3535377,  0.0155425, -0.0080787,  0.9352563)    0    0 -140.76637845  0 4.200 -94.43542258
( 1.4242546, -8.7626592, 11.3167239,  0.8938517,  0.3831710,  0.2249124,  0.0601957)    0    0 -101.39142959  2 4.040 -68.02576759
( 1.8865947, -2.8897653,  6.9656666,  0.3051280,  0.0505421, -0.0030780,  0.9509642)    0    0 -147.16471929  1 3.880 -97.20584503
(-0.9604783, -17.5900947,  9.8430432, -0.6177236,  0.3128434, -0.7112014, -0.1214045)    0    0  -5.87899023  0 4.200  -3.96344767
(-0.6162719, -6.3230802,  9.1785035, -0.1259353, -0.1345198,  0.9787120,  0.0903748)    0    0 -92.82812505  0 4.200 -62.28216855
( 8.7613567, -8.7740979,  2.0379487,  0.0235583,  0.6682502, -0.6920607,  0.2719166)    0    0 -132.60403280  0 4.200 -88.96075560
( 6.3064061, -13.0721402,  2.2577683, -0.5137307,  0.5470420,  0.6449967,  0.1442396)    0    0 -84.01790206  0 4.200 -56.37295580
(-6.1233070, -12.3587852,  2.9327775, -0.8614832, -0.1410293, -0.1695069,  0.4574110)    0    0 -75.34988876  0 4.200 -50.55912627
( 9.0771201, -5.3605899,  7.4189028,  0.5929434, -0.2408623, -0.7273251, -0.2477937)    0    0 -82.90295547  0 4.200 -55.62513630
( 7.0729202, -11.4356193,  9.2868040,  0.5929664, -0.1569646,  0.3592401, -0.7033488)    0    0 -47.21466780  0 4.200 -31.68820706
( 7.0873366, -11.4892465,  9.3396872,  0.5941039, -0.1615779,  0.3575666, -0.7021770)    0    0 -53.71999099  1 3.560 -33.36742010
(-3.8494462, -6.1861044, 11.8623845, -0.4544669, -0.2459993, -0.8132621, -0.2674864)    0    0 -68.84073969  0 4.200 -46.19329504
(-3.9190958, -6.7011863,  1.9254766, -0.0936780, -0.6343912, -0.7657282, -0.0493219)    0    0 -149.94660493  0 4.200 -100.59280490
( 0.4718535, -10.8845622,  2.1883085, -0.6949256,  0.7186194,  0.0034086,  0.0255540)    0    0 -114.52259248  0 4.200 -76.83313094
( 0.0995815, -2.7744063,  9.6540111,  0.0317920, -0.0869786,  0.9442404,  0.3159652)    0    0 -137.26428962  1 4.040 -89.06363432
( 6.1865668, -2.1859807,  6.6054123, -0.5940537,  0.2291996,  0.6995786, -0.3242801)    0    0 -140.46418227  0 4.200 -94.23273288
(-1.0058114, -17.1174295,  9.7710513, -0.6211000,  0.3340449, -0.7025915, -0.0949423)    0    0 -19.16201592  1 3.800  -8.52702735
( 2.9019203, -10.6946604, 12.9708351,  0.8617561,  0.2106185, -0.2446349, -0.3913696)    0    0 -42.23867678  0 4.200 -28.35069908
( 1.6615221, -19.3803293,  2.7414212, -0.4190168, -0.5044932, -0.0015800, -0.7549232)    0    0  -8.14253738  0 4.200  -5.48165914
