#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(20.7830240, -2.8499669,  8.9770358, -0.2806312,  0.5320314,  0.5084219,  0.6161947)    0    0   5.00000000  0 0.200   0.00000000
(24.5588716, -10.6383004,  3.6567575, -0.0995147,  0.5224013,  0.0965709,  0.8413487)    0    0   5.00000000  0 0.200   0.00000000
(20.5021025, -2.7954755, 10.5856916,  0.2711593, -0.5879839,  0.4808287,  0.5912287)    0    0   5.00000000  0 0.200   0.00000000
(12.7915401,  0.0575064,  3.0856136,  0.4107455,  0.0385119,  0.0763630,  0.9077299)    0    0   5.00000000  0 0.200   0.00000000
(14.2918619, -3.6341159, -5.7066054,  0.1477720,  0.7082496,  0.1984237, -0.6611913)    0    0   5.00000000  0 0.200   0.00000000
(18.3863073,  5.1843134,  2.7521369, -0.3340474, -0.4340186, -0.7734155,  0.3191687)    0    0   5.00000000  0 0.200   0.00000000
(10.8560420, -5.9945022,  4.7050068,  0.1143910,  0.6168629, -0.7007838,  0.3395541)    0    0   5.00000000  0 0.200   0.00000000
(18.1849373,  2.4334335, -0.6323817, -0.4288830, -0.4672104,  0.7430968,  0.2134973)    0    0   5.00000000  0 0.200   0.00000000
(17.1339657, -8.1261975,  1.2332203, -0.5399710, -0.5213657, -0.3428047, -0.5648841)    0    0   5.00000000  0 0.200   0.00000000
(10.5411922, -8.8493775,  7.6887985,  0.4864703,  0.6344323,  0.5948878,  0.0833720)    0    0   5.00000000  0 0.200   0.00000000
(15.4909097,  2.7588915,  0.1405607,  0.2592321, -0.2563934,  0.9289971,  0.0634475)    0    0   5.00000000  0 0.200   0.00000000
(12.4427599, -1.2606642,  5.5675961, -0.8820777, -0.1044513, -0.4432224,  0.1207591)    0    0   5.00000000  0 0.200   0.00000000
(24.7366365, -9.5136411,  6.1749988, -0.4123125,  0.5359649,  0.1215266, -0.7266164)    0    0   5.00000000  0 0.200   0.00000000
(12.6701716, -3.0770204,  4.9618135, -0.2587845,  0.3683294, -0.5085539, -0.7339870)    0    0   5.00000000  0 0.200   0.00000000
(13.3089019, -7.5761728,  5.1586300, -0.5210786,  0.2551265,  0.0839984,  0.8101431)    0    0   5.00000000  0 0.200   0.00000000
(17.3524549,  4.5457465,  6.3222620,  0.8213268,  0.2960682,  0.4818400,  0.0748075)    0    0   5.00000000  0 0.200   0.00000000
(20.4629794, -5.2297849,  0.8236945, -0.4194522, -0.6558997,  0.0052400, -0.6275571)    0    0   5.00000000  0 0.200   0.00000000
(13.5875167, -1.1486194,  8.8191001, -0.3639510,  0.1338422, -0.7997217,  0.4583353)    0    0   5.00000000  0 0.200   0.00000000
(14.2563302, -12.0067682,  7.5892321, -0.2106538,  0.1978715, -0.8060731,  0.5164475)    0    0   5.00000000  0 0.200   0.00000000
(18.6811011, -1.6128628,  0.3267633,  0.3481973, -0.4696026,  0.8106289,  0.0333577)    0    0   5.00000000  0 0.200   0.00000000
